ID,Title,Question,Chose_A,Chose_B,Chose_C,Chose_D,Chose_E,Correct,Answered,Explain
124865,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 254
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is creating a machine learning (ML) pipeline in AWS Step Functions
that contains AWS Lambda functions. The developer has configured an Amazon
Simple Queue Service (Amazon SQS) queue to deliver ML model parameters to the ML
pipeline to train ML models. The developer uploads the trained models are
uploaded to an Amazon S3 bucket.

The developer needs a solution that can locally test the ML pipeline without
making service integration calls to Amazon SQS and Amazon S3.

Which solution will meet these requirements?",Use the Amazon CodeGuru Profiler to analyze the Lambda functions used in the AWS Step Functions pipeline.,Use the AWS Step Functions Local Docker Image to run and locally test the Lambda functions.,Use the AWS Serverless Application Model (AWS SAM) CLI to run and locally test the Lambda functions.,Use AWS Step Functions Local with mocked service integrations.,,"[{""voted_answers"": ""D"", ""vote_count"": 12, ""is_most_voted"": true}]",D,Step Functions Local is the correct tool for locally testing a Step Functions state machine with mocked service integrations.
126181,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 233
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer has created a large AWS Lambda function. Deployment of the function
is failing because of an InvalidParameterValueException error. The error message
indicates that the unzipped size of the function exceeds the maximum supported
value.

Which actions can the developer take to resolve this error? (Choose two.)",Submit a quota increase request to AWS Support to increase the function to the required size.,Use a compression algorithm that is more efficient than ZIP.,Break up the function into multiple smaller functions.,Zip the .zip file twice to compress the file more.,"E. Move common libraries, function dependencies, and custom runtimes into Lambda layers.","[{""voted_answers"": ""CE"", ""vote_count"": 11, ""is_most_voted"": true},
{""voted_answers"": ""AE"", ""vote_count"": 1, ""is_most_voted"": false},
{""voted_answers"": ""AD"", ""vote_count"": 1, ""is_most_voted"": false}]",CE,Lambda deployment package size cannot be increased by AWS Support. The correct solutions are to break the function into smaller ones and move shared libraries and dependencies into Lambda layers.
133069,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 261
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company runs an application on Amazon EC2 instances. The EC2 instances open
connections to an Amazon RDS for SQL Server database. A developer needs to store
and access the credentials and wants to automatically rotate the credentials.
The developer does not want to store the credentials for the database in the
code.

Which solution will meet these requirements in the MOST secure way?",Create an IAM role that has permissions to access the database. Attach the IAM role to the EC2 instances.,Store the credentials as secrets in AWS Secrets Manager. Create an AWS Lambda function to update the secrets and the database. Retrieve the credentials from Secrets Manager as needed.,Store the credentials in an encrypted text file in an Amazon S3 bucket. Configure the EC2 instance launch template to download the credentials from Amazon S3 as the instance launches. Create an AWS Lambda function to update the secrets and the database.,Store the credentials in an Amazon DynamoDB table. Configure an Amazon CloudWatch Events rule to invoke an AWS Lambda function to periodically update the secrets and database.,,"[{""voted_answers"": ""B"", ""vote_count"": 8, ""is_most_voted"": true}]",B,"Secrets Manager is the correct service for securely storing and automatically rotating database credentials, and applications can retrieve them programmatically as needed."
133406,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 278
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company has a web application that is hosted on Amazon EC2 instances. The EC2
instances are configured to stream logs to Amazon CloudWatch Logs. The company
needs to receive an Amazon Simple Notification Service (Amazon SNS) notification
when the number of application error messages exceeds a defined threshold within
a 5-minute period.

Which solution will meet these requirements?",Rewrite the application code to stream application logs to Amazon SNS. Configure an SNS topic to send a notification when the number of errors exceeds the defined threshold within a 5-minute period.,Configure a subscription filter on the CloudWatch Logs log group. Configure the filter to send an SNS notification when the number of errors exceeds the defined threshold within a 5-minute period.,Install and configure the Amazon Inspector agent on the EC2 instances to monitor for errors. Configure Amazon Inspector to send an SNS notification when the number of errors exceeds the defined threshold within a 5-minute period.,Create a CloudWatch metric filter to match the application error pattern in the log data. Set up a CloudWatch alarm based on the new custom metric. Configure the alarm to send an SNS notification when the number of errors exceeds the defined threshold within a 5-minute period.,,"[{""voted_answers"": ""D"", ""vote_count"": 12, ""is_most_voted"": true}]",D,CloudWatch metric filters and alarms are the correct way to monitor log patterns and trigger SNS notifications based on error thresholds.
133607,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 309
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company is adopting serverless computing for some of its new services. A
development team needs to create a serverless infrastructure by using AWS
Serverless Application Model (AWS SAM). All infrastructure must be deployed by
using AWS CloudFormation templates.

What should the development team do to meet these requirements?",Add a Resources section to the CloudFormation templates that contains AWS::Lambda::Function resources.,Add a Mappings section to the CloudFormation templates that contains AWS::Serverless::Function and AWS::Serverless::API.,Add a Transform section to the CloudFormation templates. Use the AWS SAM syntax to define the resources.,Add a Parameters section to the CloudFormation templates that specifies the relevant AWS SAM Globals section.,,"[{""voted_answers"": ""C"", ""vote_count"": 13, ""is_most_voted"": true}]",C,"To use AWS SAM within a CloudFormation template, you must include a Transform section that specifies AWS::Serverless-2016-10-31. This enables SAM syntax for defining serverless resources."
133608,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 310
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is building an application that invokes AWS Lambda functions
asynchronously to process events. The developer notices that a Lambda function
fails to process some events at random times. The developer needs to investigate
the failed events and capture the events that the Lambda function fails to
process.

Which solution will meet these requirements?",Add an Amazon EventBridge rule for the Lambda function. Configure the EventBridge rule to react to failed events and to store the events in an Amazon DynamoDB table.,Configure the Lambda function with a dead-letter queue based in Amazon Kinesis. Update the Lambda function's execution role with the required permissions.,Configure the Lambda function with an Amazon Simple Queue Service (Amazon SQS) dead-letter queue. Update the Lambda function's execution role with the required permissions.,Configure the Lambda function with an Amazon Simple Queue Service (Amazon SQS) FIFO dead-letter queue. Update the Lambda function's execution role with the required permissions.,,"[{""voted_answers"": ""C"", ""vote_count"": 10, ""is_most_voted"": true}]",C,Lambda dead-letter queues support SQS or SNS. The standard SQS queue is the correct and typical choice unless FIFO ordering is explicitly required.
133609,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 311
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company has built a serverless application for its ecommerce website. The
application includes a REST API in Amazon API Gateway that invokes an AWS Lambda
function. The Lambda function processes data and stores the data in Amazon
DynamoDB table. The Lambda function calls a third-party stock application API to
process the order. After the ordered is processed, the Lambda function returns
an HTTP 200 status code with no body to the client.

During peak usage when the API calls exceeds a certain threshold, the
third-party stock application sometimes fails to process the data and responds
with error messages. The company needs a solution that will not overwhelm the
third-party stock application.

Which solution will meet these requirements?",Configure the REST API in API Gateway to write the requests directly into DynamoDB. Configure a DynamoDB intrinsic function to perform the transformation. Set up a DynamoDB stream to call the third-party stock application API with each new row. Delete the Lambda function.,Configure the REST API in API Gateway to write the requests directly into an Amazon Simple Queue Service (Amazon SQS) queue. Configure the Lambda function with a reserved concurrency equal to the third-party stock application's threshold. Set Lambda function to process the messages from the SQS queue.,Configure the REST API in API Gateway to write the requests directly into an Amazon Simple Notification Service (Amazon SNS) topic. Configure the Lambda function with a provisioned concurrency equal to the third-party stock application's threshold. Set the Lambda function to process the messages from the SNS topic.,Configure the REST API in API Gateway to write the requests directly into Amazon Athena. Configure the transformation of the data by using SQL with multiple query result locations set up to point to the DynamoDB table and the third-party stock fulfilment application API. Delete the Lambda function.,,"[{""voted_answers"": ""B"", ""vote_count"": 8, ""is_most_voted"": true}]",B,"SQS provides buffering and reliable decoupling, and Lambda reserved concurrency limits invocation rate to match the third‑party application's throughput threshold."
133610,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 312
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company hosts its application on AWS. The application runs on an Amazon
Elastic Container Service (Amazon ECS) cluster that uses AWS Fargate. The
cluster runs behind an Application Load Balancer. The application stores data in
an Amazon Aurora database. A developer encrypts and manages database credentials
inside the application.

The company wants to use a more secure credential storage method and implement
periodic credential rotation.

Which solution will meet these requirements with the LEAST operational overhead?",Migrate the secret credentials to Amazon RDS parameter groups. Encrypt the parameter by using an AWS Key Management Service (AWS KMS) key. Turn on secret rotation. Use IAM policies and roles to grant AWS KMS permissions to access Amazon RDS.,Migrate the credentials to AWS Systems Manager Parameter Store. Encrypt the parameter by using an AWS Key Management Service (AWS KMS) key. Turn on secret rotation. Use IAM policies and roles to grant Amazon ECS Fargate permissions to access to AWS Secrets Manager.,Migrate the credentials to ECS Fargate environment variables. Encrypt the credentials by using an AWS Key Management Service (AWS KMS) key. Turn on secret rotation. Use IAM policies and roles to grant Amazon ECS Fargate permissions to access to AWS Secrets Manager.,Migrate the credentials to AWS Secrets Manager. Encrypt the credentials by using an AWS Key Management Service (AWS KMS) key. Turn on secret rotation. Use IAM policies and roles to grant Amazon ECS Fargate permissions to access to AWS Secrets Manager by using keys.,,"[{""voted_answers"": ""D"", ""vote_count"": 15, ""is_most_voted"": true}]",D,"AWS Secrets Manager is the correct service for storing, encrypting, and automatically rotating secrets. ECS Fargate can access the secret through IAM."
133611,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 313
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company has a mobile app. The app includes an Amazon API Gateway REST API that
invokes AWS Lambda functions. The Lambda functions process data from the app.

The company needs to test updated Lambda functions that have new features. The
company must conduct these tests with a subset of users before deployment. The
tests must not affect other users of the app.

Which solution will meet these requirements with the LEAST amount of operational
effort?",Create a new version of each Lambda function with a weighted alias. Configure a weight value for each version of the Lambda function. Update the new weighted alias Amazon Resource Name (ARN) in the REST API.,Create a new REST API in API Gateway. Set up a Lambda proxy integration to connect to multiple Lambda functions. Enable canary settings on the deployment stage. Specify a smaller percentage of API traffic to go to the new version of the Lambda function.,Create a new version of each Lambda function. Integrate a predefined canary deployment in AWS CodeDeploy to slowly shift the traffic to the new versions automatically.,Create a new REST API in API Gateway. Set up a Lambda non-proxy integration to connect to multiple Lambda functions. Specify the necessary parameters and properties in API Gateway. Enable canary settings on the deployment stage. Specify a smaller percentage of API traffic to go to the new version of the Lambda function.,,"[{""voted_answers"": ""A"", ""vote_count"": 26, ""is_most_voted"": true},
{""voted_answers"": ""B"", ""vote_count"": 22, ""is_most_voted"": false},
{""voted_answers"": ""D"", ""vote_count"": 1, ""is_most_voted"": false}]",C,"AWS best practice for gradual traffic shifting to new Lambda versions is to use CodeDeploy's predefined canary deployments, which automate shifting and provide rollback safety. Weighted aliases alone require manual management and do not offer automatic rollback."
133612,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 314
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer works for a company that only has a single pre-production AWS
account with an AWS CloudFormation AWS Serverless Application Model (AWS SAM)
stack. The developer made changes to an existing AWS Lambda function specified
in the AWS SAM template and additional Amazon Simple Notification service
(Amazon SNS) topics.

The developer wants to do a one-time deploy of the changes to test if the
changes are working. The developer does not want to impact the existing
pre-production application that is currently being used by other team members as
part of the release pipeline.

Which solution will meet these requirements?",Use the AWS SAM CLI to package and deploy the SAM application to the pre-production AWS account. Specify the debug parameter.,Use the AWS SAM CLI to package and create a change set against the pre-production AWS account. Execute the change set in a new AWS account designated for a development environment.,Use the AWS SAM CLI to package and deploy the SAM application to a new AWS account designated for a development environment.,Update the CloudFormation stack in the pre-production account. Add a separate stage that points to a new AWS account designated for a development environment.,,"[{""voted_answers"": ""C"", ""vote_count"": 11, ""is_most_voted"": true},
{""voted_answers"": ""B"", ""vote_count"": 1, ""is_most_voted"": false}]",C,Creating and deploying to a separate AWS account for development is the correct approach when testing SAM applications without impacting the pre-production environment.
133631,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 321
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company runs its website on AWS. The company posts daily polls on its website
and publishes the poll results next day. The website stores user responses in an
Amazon DynamoDB table. After the poll results are published, the company does
not need to keep the user responses.

A developer needs to implement a solution that will automatically remove old
user responses from the DynamoDB table. The developer adds a new expiration_date
attribute to the DynamoDB table. The developer plans to use the expiration_date
attribute for the automation.

Which solution will meet these requirements with the LEAST development effort?",Create an AWS Lambda function to delete old user responses based on the expiration_date attribute. Create an Amazon EventBridge schedule to run the Lambda function daily.,Create an AWS Fargate task in Amazon Elastic Container Service (Amazon ECS) to delete old user responses based on the expiration_date attribute. Create an Amazon EventBridge schedule to run the Fargate task daily.,Create an AWS Glue job to delete old user responses based on the expiration_date attribute. Create an AWS Glue trigger schedule to run the job daily.,Enable TTL on the DynamoDB table and specify the expiration_date attribute. Expire old user responses by using DynamoDB TTL.,,"[{""voted_answers"": ""D"", ""vote_count"": 9, ""is_most_voted"": true}]",D,DynamoDB TTL is the most efficient and cost-effective way to automatically expire items based on a timestamp attribute.
133632,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 322
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is creating a simple proof-of-concept demo by using AWS
CloudFormation and AWS Lambda functions. The demo will use a CloudFormation
template to deploy an existing Lambda function. The Lambda function uses
deployment packages and dependencies stored in Amazon S3. The developer defined
an AWS::Lambda::Function resource in a CloudFormation template. The developer
needs to add the S3 bucket to the CloudFormation template.

What should the developer do to meet these requirements with the LEAST
development effort?",Add the function code in the CloudFormation template inline as the code property.,Add the function code in the CloudFormation template as the ZipFile property.,Find the S3 key for the Lambda function. Add the S3 key as the ZipFile property in the CloudFormation template.,Add the relevant key and bucket to the S3Bucket and S3Key properties in the CloudFormation template.,,"[{""voted_answers"": ""D"", ""vote_count"": 16, ""is_most_voted"": true}]",D,Lambda functions stored in S3 must be referenced in CloudFormation using the S3Bucket and S3Key properties.
133633,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 323
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is building a microservices-based application by using Python on AWS
and several AWS services. The developer must use AWS X-Ray. The developer views
the service map by using the console to view the service dependencies. During
testing, the developer notices that some services are missing from the service
map.

What can the developer do to ensure that all services appear in the X-Ray
service map?",Modify the X-Ray Python agent configuration in each service to increase the sampling rate.,Instrument the application by using the X-Ray SDK for Python. Install the X-Ray SDK for all the services that the application uses.,Enable X-Ray data aggregation in Amazon CloudWatch Logs for all the services that the application uses.,Increase the X-Ray service map timeout value in the X-Ray console.,,"[{""voted_answers"": ""B"", ""vote_count"": 8, ""is_most_voted"": true}]",B,"To capture traces for all services, the application must be instrumented with the X-Ray SDK. Increasing sampling or changing timeouts does not add missing instrumentation."
133634,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 324
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is building a containerized application on AWS. The application
communicates with a third-party service by using API keys. The developer needs a
secure way to store the API keys and pass the API keys to the containerized
application.

Which solutions will meet these requirements? (Choose two.)",Store the API keys as a SecureString parameter in AWS Systems Manager Parameter Store. Grant the application access to retrieve the value from Parameter Store.,Store the API keys in AWS CloudFormation templates by using base64 encoding. Pass the API keys to the application through container definition environment variables.,Add a new AWS CloudFormation parameter to the CloudFormation template. Pass the API keys to the application by using the container definition environment variables.,Embed the API keys in the application. Build the container image on-premises. Upload the container image to Amazon Elastic Container Registry (Amazon ECR).,E. Store the API keys as a SecretString parameter in AWS Secrets Manager. Grant the application access to retrieve the value from Secrets Manager.,"[{""voted_answers"": ""AE"", ""vote_count"": 9, ""is_most_voted"": true}]",AE,"API keys should be stored securely using either SSM Parameter Store SecureString or AWS Secrets Manager, and retrieved by the application at runtime."
133636,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 326
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company runs a payment application on Amazon EC2 instances behind an
Application Load Balance. The EC2 instances run in an Auto Scaling group across
multiple Availability Zones. The application needs to retrieve application
secrets during the application startup and export the secrets as environment
variables. These secrets must be encrypted at rest and need to be rotated every
month.

Which solution will meet these requirements with the LEAST development effort?",Save the secrets in a text file and store the text file in Amazon S3. Provision a customer managed key. Use the key for secret encryption in Amazon S3. Read the contents of the text file and read the export as environment variables. Configure S3 Object Lambda to rotate the text file every month.,Save the secrets as strings in AWS Systems Manager Parameter Store and use the default AWS Key Management Service (AWS KMS) key. Configure an Amazon EC2 user data script to retrieve the secrets during the startup and export as environment variables. Configure an AWS Lambda function to rotate the secrets in Parameter Store every month.,Save the secrets as base64 encoded environment variables in the application properties. Retrieve the secrets during the application startup. Reference the secrets in the application code. Write a script to rotate the secrets saved as environment variables.,Store the secrets in AWS Secrets Manager. Provision a new customer master key. Use the key to encrypt the secrets. Enable automatic rotation. Configure an Amazon EC2 user data script to programmatically retrieve the secrets during the startup and export as environment variables.,,"[{""voted_answers"": ""D"", ""vote_count"": 11, ""is_most_voted"": true}]",D,AWS Secrets Manager is the correct service for storing and automatically rotating secrets. Using a customer-managed KMS key and retrieving secrets on EC2 startup follows best practices.
134067,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 256
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is building a serverless application that runs on AWS. The developer
wants to create an accelerated development workflow that deploys incremental
changes to AWS for testing. The developer wants to deploy the incremental
changes but does not want to fully deploy the entire application to AWS for
every code commit.

What should the developer do to meet these requirements?",Use the AWS Serverless Application Model (AWS SAM) to build the application. Use the sam sync command to deploy the incremental changes.,Use the AWS Serverless Application Model (AWS SAM) to build the application. Use the sam init command to deploy the incremental changes.,Use the AWS Cloud Development Kit (AWS CDK) to build the application. Use the cdk synth command to deploy the incremental changes.,Use the AWS Cloud Development Kit (AWS CDK) to build the application. Use the cdk bootstrap command to deploy the incremental changes.,,"[{""voted_answers"": ""A"", ""vote_count"": 13, ""is_most_voted"": true}]",A,sam sync is the correct command for deploying incremental changes with AWS SAM.
134068,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 257
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is building an application that will use an Amazon API Gateway API
with an AWS Lambda backend. The team that will develop the frontend requires
immediate access to the API endpoints to build the UI. To prepare the backend
application for integration, the developer needs to set up endpoints. The
endpoints need to return predefined HTTP status codes and JSON responses for the
frontend team. The developer creates a method for an API resource.

Which solution will meet these requirements?",Set the integration type to AWS_PROXY. Provision Lambda functions to return hardcoded JSON data.,Set the integration type to MOCK. Configure the method's integration request and integration response to associate a JSON responses with specific HTTP status codes.,Set the integration type to HTTP_PROXY. Configure API Gateway to pass all requests to an external placeholder API. which the team will build.,Set the integration type to MOCK. Use a method request to define HTTP status codes. Use an integration request to define JSON responses.,,"[{""voted_answers"": ""B"", ""vote_count"": 9, ""is_most_voted"": true}]",B,"MOCK integrations in API Gateway return hardcoded responses by configuring integration requests and integration responses, which is exactly what option B describes."
134124,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 302
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company runs a serverless application on AWS. The application includes an AWS
Lambda function. The Lambda function processes data and stores the data in an
Amazon RDS for PostgreSQL database. A developer created a user credentials in
the database for the application.

The developer needs to use AWS Secrets Manager to manage the user credentials.
The password must to be rotated on a regular basis. The solution needs to ensure
that there is high availability and no downtime for the application during
secret rotation.

What should the developer do to meet these requirements?",Configure managed rotation with the single user rotation strategy.,Configure managed rotation with the alternating users rotation strategy.,Configure automatic rotation with the single user rotation strategy.,Configure automatic rotation with the alternating users rotation strategy.,,"[{""voted_answers"": ""D"", ""vote_count"": 21, ""is_most_voted"": true},
{""voted_answers"": ""B"", ""vote_count"": 14, ""is_most_voted"": false}]",D,Alternating users rotation is typically required when safely rotating credentials without interrupting service. Automatic rotation aligns with common DVA-C02 scenarios.
134125,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 306
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is building an application on AWS. The application includes an AWS
Lambda function that processes messages from an Amazon Simple Queue Service
(Amazon SQS) queue.

The Lambda function sometimes fails or times out. The developer needs to figure
out why the Lambda function fails to process some messages.

Which solution will meet these requirements with the LEAST operational overhead?",Increase the maximum timeout of the Lambda function to 15 minutes. Check the AWS CloudTrail event history for error details.,Increase the visibility timeout of the SQS queue. Check logs in Amazon CloudWatch Logs for error details.,Create a dead-letter queue. Configure the Lambda function to send the failed messages to the dead-letter queue.,Create an Amazon DynamoDB table. Update the Lambda function to send the failed messages to the DynamoDB table.,,"[{""voted_answers"": ""C"", ""vote_count"": 11, ""is_most_voted"": true}]",C,A dead-letter queue is the correct way to capture and analyze failed SQS messages processed by a Lambda function.
134126,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 307
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer needs to deploy an application in three AWS Regions by using AWS
CloudFormation. Each Region will use an AWS Elastic Beanstalk environment with
an Application Load Balancer (ALB). The developer wants to use AWS Certificate
Manager (ACM) to deploy SSL certificates to each ALB.

Which solution will meet these requirements?",Create a certificate in ACM in any one of the Regions. Import the certificate into the ALB that is in each Region.,Create a global certificate in ACM. Update the CloudFormation template to deploy the global certificate to each ALB.,Create a certificate in ACM in each Region. Import the certificate into the ALB for each Region.,Create a certificate in ACM in the us-east-1 Region. Update the CloudFormation template to deploy the certificate to each ALB.,,"[{""voted_answers"": ""C"", ""vote_count"": 17, ""is_most_voted"": true},
{""voted_answers"": ""D"", ""vote_count"": 1, ""is_most_voted"": false}]",C,ACM certificates for use with ALBs are regional. You must create a separate certificate in each region where an ALB exists.
134133,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 315
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company built an online event platform. For each event, the company organizes
quizzes and generates leaderboards that are based on the quiz scores. The
company stores the leaderboard data in Amazon DynamoDB and retains the data for
30 days after an event is complete. The company then uses a scheduled job to
delete the old leaderboard data.

The DynamoDB table is configured with a fixed write capacity. During the months
when many events occur, the DynamoDB write API requests are throttled when the
scheduled delete job runs.

A developer must create a long-term solution that deletes the old leaderboard
data and optimizes write throughput.

Which solution meets these requirements?",Configure a TTL attribute for the leaderboard data.,Use DynamoDB Streams to schedule and delete the leaderboard data.,Use AWS Step Functions to schedule and delete the leaderboard data.,Set a higher write capacity when the scheduled delete job runs.,,"[{""voted_answers"": ""A"", ""vote_count"": 15, ""is_most_voted"": true}]",A,"DynamoDB TTL automatically deletes items based on an expiration attribute, making it the correct solution for scheduled removal of leaderboard data."
134135,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 316
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company uses an AWS Lambda function that reads messages from an Amazon Simple
Queue Service (Amazon SQS) standard queue. The Lambda function makes an HTTP
call to a third-party API for each message. The company wants to ensure that the
Lambda function does not overwhelm the third-party API with more than two
concurrent requests.

Which solution will meet these requirements?",Configure a provisioned concurrency of two on the Lambda function.,Configure a batch size of two on the Amazon SQS event source mapping for the Lambda function.,Configure Lambda event filtering to process two messages from Amazon SQS at every invocations.,Configure a maximum concurrency of two on the Amazon SQS event source mapping for the Lambda function.,,"[{""voted_answers"": ""D"", ""vote_count"": 22, ""is_most_voted"": true},
{""voted_answers"": ""A"", ""vote_count"": 2, ""is_most_voted"": false},
{""voted_answers"": ""B"", ""vote_count"": 1, ""is_most_voted"": false}]",A,"SQS event source mappings do not support a maximum concurrency setting. Provisioned concurrency is the only listed option that actually exists, though it does not limit concurrency; the correct limiting mechanism (reserved concurrency) is not provided in the choices."
134136,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 317
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company is using Amazon API Gateway to develop an API for its application on
AWS. A developer needs to test and generate API responses. Other teams are
required to test the API immediately.

What should the developer do to meet these requirements?",Set up a mock integration request in API Gateway. Configure the method's integration request and integration response to associate a response with a given status code.,Set up the request validators in the API's OpenAPI definition file. Import the OpenAPI definitions into API Gateway to test the API.,Set up a gateway response for the API in API Gateway. Configure response headers with hardcoded HTTP status codes and responses.,Set up a request parameter-based Lambda authorizer to control access to the API. Configure the Lambda function with the necessary mapping template.,,"[{""voted_answers"": ""A"", ""vote_count"": 10, ""is_most_voted"": true}]",A,Mock integrations in API Gateway allow testing methods without needing a backend. This matches the scenario implied by the answer choices.
